node,mae_pu,rmse_pu,n_valid
l2897792.1,0.004810716956853867,0.0054933237843215466,288
l3122826.1,0.00481064198538661,0.005806994624435902,288
l2748144.1,0.004808666184544563,0.005495179444551468,288
l3160113.2,0.004806308075785637,0.00551630137488246,288
l2691966.2,0.0048013711348176,0.00552910752594471,288
293471.1,0.004801311995834112,0.005823311395943165,288
l2916620.1,0.004799770191311836,0.005475409794598818,288
l2955006.3,0.004799215123057365,0.005618054885417223,288
l3104131.1,0.0047987219877541065,0.005876161158084869,288
l2989564.2,0.004798116162419319,0.005516103934496641,288
l2748158.1,0.004798112437129021,0.005806524306535721,288
l3104144.1,0.0047961329109966755,0.005463402718305588,288
l3085396.1,0.004792818333953619,0.005796617362648249,288
l2730107.3,0.004792334046214819,0.005670890677720308,288
l2785537.1,0.004791258834302425,0.005481404718011618,288
l3160114.1,0.0047893887385725975,0.005463579669594765,288
l2729424.1,0.00478914100676775,0.005463586654514074,288
l2804269.2,0.0047891344875097275,0.005505464971065521,288
l2804270.2,0.004788262769579887,0.005514577962458134,288
l2785536.2,0.004780538380146027,0.005493415519595146,288
l2710530.2,0.004779460374265909,0.005491373594850302,288
l3066826.2,0.0047790734097361565,0.005515413358807564,288
l3082983.2,0.004775610752403736,0.005556690506637096,288
l2916620.2,0.004774637054651976,0.005491072311997414,288
l2860489.1,0.004769690800458193,0.005827722605317831,288
l3122824.1,0.004766572266817093,0.005823241081088781,288
l2748157.1,0.004766413476318121,0.0054552084766328335,288
l3027116.1,0.004766323138028383,0.005768592935055494,288
l2763153.1,0.004765847232192755,0.005763588938862085,288
l2729412.1,0.004764053504914045,0.005792440380901098,288
l2804252.1,0.004763353615999222,0.005812780931591988,288
l2691965.2,0.004761959426105022,0.005472776014357805,288
l2804259.1,0.0047609927132725716,0.005791912786662579,288
l2748135.1,0.00475942250341177,0.005789469927549362,288
l3010570.1,0.004756622482091188,0.005784949287772179,288
l3160098.1,0.00475659454241395,0.00546044809743762,288
l3048231.2,0.0047555891796946526,0.005507051479071379,288
l3104135.1,0.004755205474793911,0.0057841078378260136,288
l2748143.1,0.004754820838570595,0.005431595258414745,288
l3254229.2,0.0047517986968159676,0.005508473142981529,288
l2935559.1,0.0047499313950538635,0.005802473984658718,288
l3235256.1,0.004747746512293816,0.005745823960751295,288
l2973148.1,0.004746681544929743,0.005418016109615564,288
l2954354.1,0.004743253346532583,0.005744535475969315,288
l2916602.1,0.0047427075915038586,0.005412987433373928,288
l2804251.1,0.004741423297673464,0.005731448531150818,288
l2973164.1,0.004741162061691284,0.005840008612722158,288
l2673331.2,0.0047409143298864365,0.005462615750730038,288
l3235945.3,0.004740096163004637,0.005600913427770138,288
l2973151.1,0.004739842843264341,0.005709904246032238,288
l3197654.1,0.004737312905490398,0.005451278295367956,288
l2991907.1,0.004737186711281538,0.005653086584061384,288
l2691967.2,0.004736743401736021,0.00546448677778244,288
l2897778.1,0.004734449554234743,0.005832251626998186,288
l2991919.1,0.0047335270792245865,0.005737017840147018,288
l3085395.1,0.004732756409794092,0.005719712004065514,288
l2710519.1,0.004730958491563797,0.0057966518215835094,288
l2860490.1,0.004730385262519121,0.00571101251989603,288
l2710520.1,0.004728985484689474,0.005741582252085209,288
l2935566.3,0.00472811097279191,0.005702009424567223,288
l2879064.1,0.004727388732135296,0.00566901033744216,288
l2785535.2,0.004726845771074295,0.005543179344385862,288
l2860491.1,0.004726664628833532,0.005708685144782066,288
l2991922.1,0.0047257449477910995,0.005706717260181904,288
l2820535.2,0.00472342548891902,0.00542832026258111,288
l3048211.1,0.004722687881439924,0.005733423866331577,288
l3097861.3,0.00472087599337101,0.005621983204036951,288
l2973171.2,0.004719840828329325,0.005454931873828173,288
l2785534.2,0.004719255492091179,0.0054262480698525906,288
l2804277.3,0.004717791453003883,0.0056188213638961315,288
l3197625.3,0.004717753268778324,0.005619661416858435,288
l3197652.1,0.004717265255749226,0.005375642795115709,288
l3010557.1,0.004717250820249319,0.005387574899941683,288
l3195315.1,0.00471640145406127,0.005635345820337534,288
l2804253.1,0.0047151390463113785,0.005688379518687725,288
l3104132.1,0.004714135080575943,0.005818614270538092,288
l2691953.1,0.004713773261755705,0.005719595123082399,288
l2841632.2,0.004713383037596941,0.005448519252240658,288
l2748146.1,0.004711435176432133,0.00568450428545475,288
l3141393.3,0.004710776265710592,0.005643402226269245,288
l3251854.1,0.0047090803273022175,0.005392174236476421,288
l2991902.2,0.004708489403128624,0.005615907721221447,288
l3104133.1,0.00470590777695179,0.005736648570746183,288
l3157167.1,0.004705557134002447,0.00537617364898324,288
l2785519.1,0.004704852122813463,0.005640477407723665,288
l2783231.2,0.004702769219875336,0.005411725491285324,288
l2785511.1,0.004702633246779442,0.0053702788427472115,288
l3197645.1,0.004697742406278849,0.005694377236068249,288
l3085402.1,0.004697276279330254,0.0057601286098361015,288
l3197630.1,0.004697010852396488,0.005659620743244886,288
l2897780.2,0.00469592772424221,0.005680470261722803,288
l3254228.2,0.0046957856975495815,0.005460182670503855,288
l2766729.1,0.004695624113082886,0.005725052207708359,288
l3157718.1,0.004695547744631767,0.005367412697523832,288
l3029499.1,0.004695539828389883,0.005735470447689295,288
l3086002.3,0.004691601265221834,0.005517799407243729,288
l2729411.1,0.004690158646553755,0.0057084932923316956,288
l2897781.1,0.0046898601576685905,0.005708052311092615,288
l2991923.1,0.004689616616815329,0.005687994882464409,288
l3066819.1,0.004688010551035404,0.005733467638492584,288
l2785527.1,0.004687873646616936,0.0057193078100681305,288
l3048206.1,0.004687532316893339,0.005627264268696308,288
l2916620.3,0.004685457795858383,0.005595510825514793,288
l3048208.1,0.004677239805459976,0.005586616229265928,288
l2897772.1,0.004677097778767347,0.005723079200834036,288
l3197644.1,0.004675446078181267,0.005698245018720627,288
l2710521.1,0.00467396154999733,0.005679125431925058,288
l3197653.2,0.004672100301831961,0.00541579769924283,288
l3104122.1,0.004666140303015709,0.0056216102093458176,288
l3010556.1,0.004657154902815819,0.0056058866903185844,288
l2860491.2,0.00465029664337635,0.005546703934669495,288
l3225319.2,0.00464482931420207,0.005629826802760363,288
l3048210.1,0.004640896338969469,0.005731511395424604,288
l2954339.2,0.00463512958958745,0.005595504306256771,288
l3122813.1,0.00463329441845417,0.00562865287065506,288
l3048214.1,0.004632476717233658,0.0057668606750667095,288
l3104121.1,0.004630448762327433,0.005563394166529179,288
l2916627.1,0.0046287281438708305,0.005574766080826521,288
l3195310.1,0.004626795183867216,0.0057587758637964725,288
l3122823.2,0.004626570735126734,0.005571558605879545,288
l2691942.2,0.004625668749213219,0.005541563034057617,288
l2748130.2,0.0046248603612184525,0.005495920777320862,288
l2804283.1,0.0046248408034443855,0.005567970685660839,288
l2673310.1,0.004623499233275652,0.005552150309085846,288
l2973162.2,0.004622817039489746,0.005564098712056875,288
l0247162.2,0.004622352309525013,0.005557125434279442,288
l0247160.2,0.004622181877493858,0.005556722171604633,288
l3235253.1,0.004622107837349176,0.0055699776858091354,288
l3048201.2,0.004619247280061245,0.005683959927409887,288
l2691959.2,0.004616354592144489,0.005492925178259611,288
l3235273.2,0.00461577856913209,0.005359879694879055,288
l3010569.1,0.004612613935023546,0.005618715193122625,288
l3104130.2,0.004610277246683836,0.005569715518504381,288
l2991918.2,0.004609162453562021,0.0056014894507825375,288
l2897764.2,0.0046069868840277195,0.005601078271865845,288
l2860488.2,0.00460248626768589,0.005568269174546003,288
l2766726.2,0.004600403364747763,0.0055399066768586636,288
l2785526.2,0.004598607774823904,0.005536507349461317,288
l2673321.1,0.004598493222147226,0.0057032788172364235,288
l2748129.1,0.0045974375680089,0.0055635301396250725,288
l2822859.2,0.004595314618200064,0.005534064024686813,288
l2991920.1,0.004595248028635979,0.005711750593036413,288
l3048200.2,0.004588209092617035,0.0055928779765963554,288
l2991913.1,0.004587720148265362,0.005523733329027891,288
l3197643.2,0.00458693178370595,0.005495819728821516,288
l2879065.2,0.0045862277038395405,0.0055113984271883965,288
l2991917.2,0.0045844619162380695,0.005549244582653046,288
l2673300.2,0.0045835645869374275,0.005515842232853174,288
l2692600.3,0.00458269938826561,0.005521563347429037,288
l2691954.2,0.004582274705171585,0.005520823411643505,288
l3254218.1,0.004579992964863777,0.005655840039253235,288
l2785520.2,0.0045767733827233315,0.005473821423947811,288
l2879079.2,0.004575846716761589,0.005551002454012632,288
l3216339.2,0.004574714228510857,0.005612014792859554,288
l3197629.2,0.004573226440697908,0.005497974343597889,288
l3085400.3,0.004571853205561638,0.005411869380623102,288
l2689678.2,0.004570317454636097,0.005488037131726742,288
l3119793.2,0.0045671225525438786,0.005465675611048937,288
l2954361.2,0.00456241937354207,0.005315098445862532,288
l3235275.2,0.004562416113913059,0.005509068723767996,288
l2804247.2,0.004558773711323738,0.0055472273379564285,288
l2916618.2,0.0045569706708192825,0.005450996570289135,288
l3104113.1,0.004556780215352774,0.005553621798753738,288
l3085389.2,0.004556296393275261,0.005540724843740463,288
l3254211.2,0.004553100559860468,0.005443606059998274,288
l3029495.2,0.004552025813609362,0.005534697324037552,288
l2841636.2,0.004550378303974867,0.005470352713018656,288
l3122849.2,0.004550171550363302,0.005484421271830797,288
l3085388.2,0.004549837671220303,0.0055894553661346436,288
l2710537.2,0.004549458622932434,0.005506690125912428,288
l2973163.2,0.004549361299723387,0.005522706545889378,288
l2729407.2,0.00454535149037838,0.005442406982183456,288
l3104115.2,0.004543103743344545,0.005536871030926704,288
l2897791.2,0.004541419912129641,0.005270252004265785,288
l2786273.2,0.004534310195595026,0.005424944683909416,288
l3029507.2,0.004528502002358437,0.005460618995130062,288
l3141390.2,0.004528073128312826,0.00552815105766058,288
293471.2,0.004526011645793915,0.0054473718628287315,288
l2766727.2,0.004523145034909248,0.005470489151775837,288
l3178981.2,0.0045148576609790325,0.005404431838542223,288
l2801895.2,0.004514683503657579,0.005518972873687744,288
l3216370.2,0.004512290004640818,0.005411534104496241,288
l2805036.2,0.0045081013813614845,0.005359271541237831,288
l3104120.2,0.004505622200667858,0.005386377684772015,288
l2763072.2,0.004503706935793161,0.005491525400429964,288
l2841620.2,0.004503537435084581,0.00540307117626071,288
l3254238.2,0.004499157890677452,0.005412053316831589,288
l3235255.2,0.004498607944697142,0.005421910434961319,288
l2916625.2,0.00449240580201149,0.005477019585669041,288
l3066818.2,0.004490574821829796,0.005373405292630196,288
l2804260.2,0.004489989951252937,0.005473155993968248,288
l2841630.3,0.004480534698814154,0.005297520663589239,288
l2785528.2,0.0044790878891944885,0.005372875370085239,288
l3048196.2,0.004477907903492451,0.005357431713491678,288
l2766732.2,0.00446947431191802,0.0054281242191791534,288
l2879752.2,0.004457581322640181,0.005321475677192211,288
l2860486.3,0.004447652027010918,0.00518575357273221,288
l3142078.2,0.004445647355169058,0.005311963148415089,288
l2673305.2,0.004445601720362902,0.005303311161696911,288
l3104125.2,0.004444104619324207,0.005124735180288553,288
l2936213.2,0.004433898255228996,0.005250545684248209,288
l2691946.2,0.0044320798479020596,0.005293733440339565,288
l3254212.2,0.004423385951668024,0.0054560392163693905,288
l2785516.2,0.0044214604422450066,0.005272480193525553,288
l3195318.2,0.004406212829053402,0.005260939709842205,288
l2729405.2,0.004388647153973579,0.005235816817730665,288
l3179699.2,0.004378924611955881,0.005207926034927368,288
l2674027.2,0.0043586730025708675,0.005149363074451685,288
l2973158.3,0.004356691148132086,0.0052094594575464725,288
l2991911.3,0.00435648113489151,0.005212954245507717,288
l3197637.3,0.004350392147898674,0.005220220424234867,288
l2841638.3,0.004346812143921852,0.0052267806604504585,288
l2860487.3,0.00433866772800684,0.005207688082009554,288
l2991943.3,0.004331447649747133,0.005262190010398626,288
l2691951.3,0.004326971247792244,0.005170155316591263,288
l3254237.1,0.004321619868278503,0.005301371682435274,288
l3048230.3,0.004321331158280373,0.005208681803196669,288
l3216347.3,0.004318377934396267,0.0051707555539906025,288
l3254210.3,0.004318075254559517,0.005213442724198103,288
l2710510.3,0.0043040430173277855,0.005195272155106068,288
l2673346.3,0.004303045570850372,0.005178126972168684,288
l3178980.3,0.004297661129385233,0.005215674173086882,288
l3214055.3,0.00429727416485548,0.00517308060079813,288
l3178997.3,0.0042963833548128605,0.005184757523238659,288
l3104157.3,0.004290512762963772,0.005190657451748848,288
l3141399.3,0.00428765406832099,0.005123029928654432,288
l2897776.3,0.004283912479877472,0.005168322008103132,288
l3254219.3,0.004282482899725437,0.005177000537514687,288
l2860492.3,0.0042784931138157845,0.005186838563531637,288
l3235266.3,0.004275603219866753,0.00513311056420207,288
l2804261.3,0.00425896979868412,0.00517760356888175,288
l3263051.3,0.004257535561919212,0.005120465066283941,288
l2766718.3,0.004241498187184334,0.005110883619636297,288
293471.3,0.004239852074533701,0.005141700617969036,288
l2766750.3,0.004239297471940517,0.005110095255076885,288
l3141388.3,0.004235975909978151,0.005116557702422142,288
l2748133.3,0.004235886037349701,0.005122009664773941,288
l2841637.3,0.00423003314062953,0.005160986445844173,288
l2691950.3,0.004222112707793713,0.005095453467220068,288
l3235251.3,0.004221442621201277,0.005134530831128359,288
l3254205.3,0.0042182086035609245,0.005153437610715628,288
l2991921.3,0.004216465633362532,0.005146058276295662,288
l2785518.3,0.004215881694108248,0.005104131065309048,288
l2841629.3,0.00420742342248559,0.00511262146756053,288
l3254220.3,0.004206141922622919,0.005111051723361015,288
l2972704.3,0.0042051831260323524,0.005071285180747509,288
l2841625.3,0.004202985670417547,0.005088095087558031,288
l3160105.3,0.004200098104774952,0.0050924913957715034,288
l2897779.3,0.004194198176264763,0.005138565320521593,288
l2785523.3,0.00419229082763195,0.0050870515406131744,288
l2724120.3,0.0041830758564174175,0.005047650542110205,288
l3216370.3,0.004181730095297098,0.0050822715274989605,288
l3010566.3,0.004179258830845356,0.00508312089368701,288
l2879076.3,0.004176332149654627,0.005059292074292898,288
l2841626.3,0.004173889756202698,0.005067895632237196,288
l2711226.2,0.004172204062342644,0.004981560632586479,288
l2879073.3,0.004167282022535801,0.005114929750561714,288
l3067478.1,0.004166590049862862,0.005338532384485006,288
l3104126.3,0.004166565369814634,0.005046510603278875,288
l3085399.3,0.00416616490110755,0.005099860019981861,288
l2691945.3,0.004165864549577236,0.005059403833001852,288
l2955076.1,0.004164452198892832,0.005089540965855122,288
l2727795.3,0.004162909463047981,0.005049658473581076,288
l3010565.3,0.00416022352874279,0.0050711799412965775,288
l2955078.1,0.004158795345574617,0.0050382730551064014,288
l2954351.3,0.004155859351158142,0.0050776368007063866,288
l2766717.3,0.004155089613050222,0.00506341177970171,288
l2821087.1,0.0041487133130431175,0.00535404309630394,288
l2785524.3,0.004148487001657486,0.005065126344561577,288
l2954352.3,0.004148105625063181,0.0050302064046263695,288
l2688692.2,0.0041465130634605885,0.005074004642665386,288
l3010567.3,0.0041453419253230095,0.005043379962444305,288
l2879055.3,0.004145234823226929,0.005033022258430719,288
l2785525.3,0.004140814300626516,0.005053540226072073,288
l3104134.3,0.004139590542763472,0.005045316647738218,288
l3178977.3,0.004138128366321325,0.005051497370004654,288
l3233412.1,0.004136324860155582,0.005285917315632105,288
l2915534.1,0.004133778158575296,0.005126385949552059,288
l3626914.3,0.004131119232624769,0.005056622438132763,288
l2861222.1,0.0041253347881138325,0.005167875438928604,288
l2842379.1,0.00412075174972415,0.005115527659654617,288
l2708744.2,0.0041113682091236115,0.0049645500257611275,288
l3066801.3,0.004111092071980238,0.005001854617148638,288
l2954350.3,0.0041102999821305275,0.005052600521594286,288
l2673309.3,0.004108253866434097,0.004986759275197983,288
l3048962.1,0.004106154665350914,0.005081770941615105,288
l3029503.3,0.004104414489120245,0.005027468316257,288
l3251799.1,0.004078273195773363,0.005095610860735178,288
l2896685.1,0.004068807233124971,0.00505474116653204,288
l2916609.3,0.004066840745508671,0.004962500184774399,288
l3122819.3,0.004065141547471285,0.0049734460189938545,288
l3197628.3,0.004063691943883896,0.004996739327907562,288
l2917330.1,0.004060416482388973,0.004977494012564421,288
l2973144.3,0.004054015502333641,0.004984281025826931,288
l3139366.1,0.004047585651278496,0.005006520543247461,288
l2898457.1,0.0040459767915308475,0.005104669835418463,288
l3215385.2,0.004035403952002525,0.004920667037367821,288
l3047289.2,0.004032170865684748,0.004918506368994713,288
l2802481.1,0.004027745686471462,0.0051815323531627655,288
l3727710.1,0.004025059286504984,0.004972897935658693,288
l2692660.1,0.0040212469175457954,0.0049366820603609085,288
l3214549.1,0.004020558670163155,0.0052042012102901936,288
l2897775.3,0.004018900915980339,0.00497226370498538,288
l3081380.1,0.004004711750894785,0.004975544288754463,288
l3254215.3,0.004004220012575388,0.004950258415192366,288
l2859403.1,0.004003283102065325,0.0051884641870856285,288
l3232902.1,0.0039936695247888565,0.005037891212850809,288
l2728247.2,0.003987499047070742,0.004817644599825144,288
l3160107.1,0.003987479023635387,0.005161885172128677,288
l3029502.1,0.0039830561727285385,0.005214347504079342,288
l2728247.1,0.003979125991463661,0.005008568987250328,288
l2803199.1,0.0039724805392324924,0.005253746174275875,288
l2973791.1,0.003967678174376488,0.00508461007848382,288
l3215340.1,0.003953914623707533,0.0047769369557499886,288
l2915542.2,0.003949891310185194,0.0048189652152359486,288
l3254869.2,0.00394466333091259,0.004839600995182991,288
l2767340.1,0.003935997374355793,0.004885011352598667,288
l2710516.1,0.003935585264116526,0.004781078547239304,288
l2803199.2,0.003927682060748339,0.004760393872857094,288
l2915542.1,0.003923626150935888,0.005013451911509037,288
l2970811.1,0.003923541866242886,0.004838236607611179,288
l3632979.1,0.0039207469671964645,0.004777601454406977,288
l3066816.1,0.00391949201002717,0.004868092015385628,288
l2767342.1,0.003919323906302452,0.00513248797506094,288
l2673316.1,0.003918816801160574,0.005062558688223362,288
l2879773.1,0.003917307127267122,0.004973681643605232,288
l3215203.2,0.00390917994081974,0.004727758467197418,288
l3120503.1,0.0038995163049548864,0.004808433819562197,288
l2879054.1,0.003899030853062868,0.005072778090834618,288
l2989571.1,0.0038989249151200056,0.004807835444808006,288
l3102286.2,0.003898902563378215,0.0047509982250630856,288
l3008248.1,0.0038987649604678154,0.004804421681910753,288
l3120504.1,0.0038984427228569984,0.004806811921298504,288
l2858175.1,0.0038948298897594213,0.004800553433597088,288
l2690187.2,0.0038936687633395195,0.0047601661644876,288
l3027670.2,0.0038917793426662683,0.004760604817420244,288
l3215203.1,0.0038893388118594885,0.004963631741702557,288
l3251807.1,0.0038848312105983496,0.004789363592863083,288
l3029500.1,0.0038839925546199083,0.0047570462338626385,288
l2955047.1,0.003883030731230974,0.005028153769671917,288
l3177894.1,0.003881565062329173,0.0047890557907521725,288
l3011229.1,0.0038776067085564137,0.005087865050882101,288
l3254216.1,0.0038772225379943848,0.00477314367890358,288
l3010563.1,0.003876439295709133,0.004747835453599691,288
l2766721.1,0.0038764188066124916,0.005040881223976612,288
l3216346.1,0.0038763422053307295,0.004749207757413387,288
l2841628.1,0.0038761040195822716,0.005037794820964336,288
l3141400.1,0.003875068388879299,0.005020870361477137,288
l3065665.1,0.0038746048230677843,0.005080275237560272,288
l2685805.1,0.003874504240229726,0.004695345181971788,288
l3139103.1,0.0038739442825317383,0.004807373974472284,288
l2972930.1,0.0038739016745239496,0.004618733190000057,288
l3235946.1,0.003871229477226734,0.005077215377241373,288
l3198348.1,0.0038662937004119158,0.004903432913124561,288
l2748781.1,0.0038659428246319294,0.005049176048487425,288
l2785530.1,0.0038648967165499926,0.00472074281424284,288
l2689691.1,0.003863490652292967,0.004726747516542673,288
l3178982.1,0.0038628876209259033,0.004727938678115606,288
l3108449.1,0.0038619008846580982,0.005064901430159807,288
l2730187.1,0.0038601234555244446,0.004804118070751429,288
l3101789.1,0.0038600112311542034,0.004722785670310259,288
l2991912.1,0.003858631243929267,0.0049810283817350864,288
l2990098.1,0.003858175128698349,0.005009782966226339,288
l2804956.1,0.0038576722145080566,0.004993325099349022,288
l2936214.1,0.0038564763963222504,0.0049915132112801075,288
l2691947.1,0.0038553555496037006,0.004764873534440994,288
l3104859.2,0.0038542933762073517,0.00465893279761076,288
l3027122.1,0.003853330621495843,0.005047650542110205,288
l2711234.2,0.0038505925331264734,0.0046370564959943295,288
l3216351.1,0.003849962493404746,0.004708734340965748,288
l2802480.2,0.0038496393244713545,0.004720483906567097,288
l3312692.1,0.003848792053759098,0.004769531078636646,288
l2823545.1,0.0038484707474708557,0.005026290193200111,288
l3082993.1,0.003847850253805518,0.004756913520395756,288
l3195321.1,0.0038478272035717964,0.005051085259765387,288
l2748780.1,0.0038475964684039354,0.005017226096242666,288
l2936212.1,0.0038473589811474085,0.004977494478225708,288
l3226771.1,0.0038472029846161604,0.004710725508630276,288
l2729428.1,0.003845479805022478,0.004716446157544851,288
l2879075.1,0.003844452789053321,0.004748158156871796,288
l3067447.1,0.003844235558062792,0.0049741752445697784,288
l2990826.1,0.0038435375317931175,0.005049652885645628,288
l2766720.1,0.003841734491288662,0.0046543036587536335,288
l2896685.2,0.003838733769953251,0.004603198729455471,288
l3101782.1,0.003837090916931629,0.0050342269241809845,288
l3122827.1,0.0038369728717952967,0.004685070365667343,288
l3216348.1,0.003836591960862279,0.004752018488943577,288
l2973157.1,0.0038362410850822926,0.004742079880088568,288
l3027671.1,0.003835765877738595,0.005013475194573402,288
l3143999.1,0.003834789851680398,0.004628914874047041,288
l2710544.1,0.003834692994132638,0.004738606978207827,288
l2673317.1,0.003833949565887451,0.004716277588158846,288
l3122822.1,0.0038338995072990656,0.004716189112514257,288
l2991906.1,0.003833615919575095,0.004982855636626482,288
l3156034.1,0.0038333300035446882,0.004687132313847542,288
l3082992.1,0.003832862712442875,0.004731331020593643,288
l3728043.1,0.0038319730665534735,0.004749379586428404,288
l2766748.1,0.0038314599078148603,0.004630886018276215,288
l3085403.1,0.003831426613032818,0.004709572531282902,288
l2991909.1,0.003831322304904461,0.004635232500731945,288
l3234149.1,0.003830817062407732,0.004792883992195129,288
l3160865.1,0.0038302475586533546,0.0049500130116939545,288
l2823544.1,0.0038299928419291973,0.0050218538381159306,288
l2973165.1,0.003827326465398073,0.004603954963386059,288
l3649297.1,0.0038264303002506495,0.0045609427616000175,288
l3140238.1,0.00382481561973691,0.004714397247880697,288
l3086098.1,0.0038238978013396263,0.004733026493340731,288
l3178978.1,0.0038233441300690174,0.004714098293334246,288
l2710517.1,0.003822212340310216,0.004713932052254677,288
l2897771.2,0.0038221015129238367,0.004615585319697857,288
l2916234.1,0.0038201319985091686,0.004701020661741495,288
l2710536.1,0.003820069134235382,0.004619329236447811,288
l3160106.1,0.003818779019638896,0.004690610803663731,288
l2933135.1,0.0038170600309967995,0.0049917567521333694,288
l3104128.1,0.0038163831923156977,0.004964724648743868,288
l3251808.1,0.0038157221861183643,0.004709504544734955,288
l2841627.1,0.0038152718916535378,0.004721208941191435,288
l2804262.1,0.003814505646005273,0.004590165801346302,288
l3216123.1,0.003814014373347163,0.0045620230957865715,288
l2876813.1,0.0038138176314532757,0.0046087088994681835,288
l3254207.1,0.003812748473137617,0.004608354065567255,288
l2766747.1,0.003812087932601571,0.00465562054887414,288
l3141398.1,0.003811333328485489,0.004698195960372686,288
l2876812.1,0.0038112865295261145,0.004695054609328508,288
l3101787.1,0.0038110134191811085,0.004711238667368889,288
l2841633.1,0.003810602705925703,0.004590255673974752,288
l3027132.1,0.0038091714959591627,0.004709762055426836,288
l3104856.1,0.0038089246954768896,0.0047862050123512745,288
l3215385.1,0.0038074133917689323,0.0049616615287959576,288
l3178976.1,0.003806410124525428,0.004685199353843927,288
l2748140.1,0.0038047763518989086,0.004683784209191799,288
l3197638.1,0.003804063191637397,0.004576021805405617,288
l2990826.2,0.00380305084399879,0.004533503670245409,288
l2766723.1,0.003803039202466607,0.004660535138100386,288
l2841648.1,0.003802674589678645,0.004693128168582916,288
l2821010.1,0.0038017171900719404,0.004612789489328861,288
l2954355.1,0.003801477374508977,0.004671948961913586,288
l3122820.1,0.0038014401216059923,0.004681030288338661,288
l2992657.1,0.003800957463681698,0.004861959721893072,288
l2955081.1,0.0038003085646778345,0.0049076564610004425,288
l3142098.2,0.003800279228016734,0.004572094418108463,288
l3029055.2,0.003800052683800459,0.004557919688522816,288
l3101788.1,0.0037997018080204725,0.004674079362303019,288
l2860493.1,0.003799435682594776,0.0046564857475459576,288
l3195327.1,0.0037991213612258434,0.004684278275817633,288
l2673315.1,0.0037978386972099543,0.0049443901516497135,288
l2691952.1,0.003795989789068699,0.004649163689464331,288
l2729414.1,0.003795067546889186,0.00461419066414237,288
l3197639.1,0.00379480910487473,0.004671373870223761,288
l3047289.1,0.003794587217271328,0.004935099743306637,288
l2973169.1,0.0037939478643238544,0.00467370729893446,288
l3179646.2,0.003793819108977914,0.004639363847672939,288
l2858163.1,0.003792800009250641,0.004670670721679926,288
l2879078.1,0.003792412579059601,0.0046289581805467606,288
l3159448.1,0.0037913392297923565,0.004635446704924107,288
l3217064.2,0.0037902891635894775,0.004562545567750931,288
l2879074.1,0.003789559006690979,0.004660892300307751,288
l2992624.1,0.0037878958974033594,0.004870184231549501,288
l2841623.1,0.0037872837856411934,0.004660311155021191,288
l2767409.2,0.0037870071828365326,0.004586914088577032,288
l3010559.1,0.0037854728288948536,0.004605560097843409,288
l3216350.1,0.0037852132227271795,0.004643517080694437,288
l2989565.1,0.0037839217111468315,0.004905407316982746,288
l2674051.1,0.0037829577922821045,0.004891930613666773,288
l2710518.1,0.003782817395403981,0.004641082603484392,288
