node,mae_pu,rmse_pu,n_valid
l3104132.1,0.004453200381249189,0.005121754482388496,288
l2710521.1,0.004451014567166567,0.0050903549417853355,288
l3048962.1,0.004445541184395552,0.005272207781672478,288
l2710519.1,0.004444982390850782,0.005087915807962418,288
l2785527.1,0.0044377390295267105,0.005099930334836245,288
l2955078.1,0.004435294773429632,0.00525763351470232,288
l2973164.1,0.004431623499840498,0.005096693057566881,288
l3122813.1,0.004431409295648336,0.005053071770817041,288
l2992624.1,0.004430240020155907,0.005280243698507547,288
l2729412.1,0.0044275913387537,0.005137733183801174,288
l2804259.1,0.0044274344108998775,0.005132063291966915,288
l2748135.1,0.004426489118486643,0.0051331063732504845,288
l3066819.1,0.004425108432769775,0.00507251126691699,288
l3104133.1,0.004420839250087738,0.005088456440716982,288
l3104135.1,0.004420014563947916,0.0051206559874117374,288
l3197644.1,0.004419470671564341,0.00506225973367691,288
l2897772.1,0.004419134929776192,0.005067428108304739,288
l2860489.1,0.004417986609041691,0.0050904760137200356,288
l3010570.1,0.004417803604155779,0.005117389373481274,288
l2991923.1,0.0044171069748699665,0.005091253202408552,288
l2879054.1,0.004414170980453491,0.005296844989061356,288
l2991913.1,0.004411997273564339,0.0050384667702019215,288
l2839305.1,0.004411655943840742,0.005282268393784761,288
l2729411.1,0.004409825429320335,0.0050499895587563515,288
l3122825.1,0.004409415181726217,0.005089308600872755,288
l2897781.1,0.004409395158290863,0.005049468483775854,288
l3122824.1,0.004406165797263384,0.005076504312455654,288
l3029499.1,0.004405609332025051,0.005056073889136314,288
l2916627.1,0.004401623271405697,0.005037122871726751,288
l2879773.1,0.004396830219775438,0.005258915945887566,288
l2691953.1,0.004396520555019379,0.005052452906966209,288
l3048211.1,0.00439450703561306,0.005044499412178993,288
l2991919.1,0.004393706098198891,0.005072506610304117,288
l3263051.3,0.0043876743875443935,0.005109414458274841,288
l3104121.1,0.004386654123663902,0.00504110986366868,288
l3027116.1,0.004384604748338461,0.005065572448074818,288
l2804283.1,0.004384366795420647,0.005033701658248901,288
l3104113.1,0.004379667341709137,0.004991554655134678,288
l2973151.1,0.004377369768917561,0.005009498447179794,288
l2841630.3,0.004374959971755743,0.004995655734091997,288
l2860491.1,0.004370429087430239,0.005017939023673534,288
l2710520.1,0.004368623718619347,0.004999069031327963,288
293471.1,0.0043685478158295155,0.005048681516200304,288
l3104122.1,0.004367907531559467,0.005014783702790737,288
l2917333.1,0.004363403655588627,0.005190328694880009,288
l2955081.1,0.004362819250673056,0.005231685936450958,288
l2861222.1,0.004356030374765396,0.005518975201994181,288
l2748158.1,0.00435502827167511,0.005025837570428848,288
l3160865.1,0.00435128016397357,0.005142686422914267,288
l3197630.1,0.004343944136053324,0.004965322557836771,288
l2673310.1,0.004341926891356707,0.0049919928424060345,288
l2955076.1,0.004340737126767635,0.005159360822290182,288
l3235256.1,0.004340736661106348,0.004980289377272129,288
l3235253.1,0.004340298939496279,0.0049910228699445724,288
l2785519.1,0.004339831415563822,0.004971773829311132,288
l2763153.1,0.00433881813660264,0.005017986986786127,288
l2989565.1,0.004337022081017494,0.005184897221624851,288
l3010556.1,0.004334065597504377,0.00496378680691123,288
l2842379.1,0.004333455115556717,0.005165092181414366,288
l3085395.1,0.004324143752455711,0.004947953391820192,288
l3122826.1,0.004322859924286604,0.004988678265362978,288
l2674051.1,0.004322195425629616,0.005174773279577494,288
l3085396.1,0.004315787926316261,0.004974831361323595,288
l3216370.1,0.0043157124891877174,0.004997953772544861,288
l2748146.1,0.004308770876377821,0.004952985793352127,288
l2804251.1,0.004308322444558144,0.004941814113408327,288
l2804253.1,0.004304597154259682,0.00494639715179801,288
l3048206.1,0.004299868363887072,0.004925698507577181,288
l3086098.1,0.004297549370676279,0.005106803961098194,288
l2879064.1,0.00429041450843215,0.004938886966556311,288
l3085400.3,0.004288861993700266,0.004938270431011915,288
l3141393.3,0.004288652911782265,0.005051350221037865,288
l2991907.1,0.00427531311288476,0.004895309917628765,288
l3195315.1,0.004274496342986822,0.004883931018412113,288
l3048208.1,0.004242608789354563,0.004877327010035515,288
l2805034.1,0.00423527043312788,0.005032950546592474,288
l2692600.3,0.004231792874634266,0.004987790249288082,288
l2842330.3,0.004230509977787733,0.005077487323433161,288
l2935566.3,0.004203413147479296,0.004918474704027176,288
l3086002.3,0.004053804557770491,0.005078070797026157,288
l2954344.3,0.00402681203559041,0.004728120751678944,288
l2748157.1,0.0040064603090286255,0.004759783856570721,288
l3197625.3,0.003976854030042887,0.004728010389953852,288
l3097861.3,0.003970411606132984,0.004733400419354439,288
l2916620.3,0.003966978285461664,0.004769106861203909,288
l3178972.3,0.0039653773419559,0.004594838246703148,288
l3215340.1,0.003961541689932346,0.004822616931051016,288
l3066815.3,0.00395541125908494,0.004585051443427801,288
l2860504.1,0.003945780918002129,0.0049538277089595795,288
l2804277.3,0.003943872172385454,0.004681459162384272,288
l2764403.1,0.00393762206658721,0.004744972568005323,288
l2785537.1,0.003932705149054527,0.004791512619704008,288
l3231255.3,0.0039179702289402485,0.004721494857221842,288
l3118855.3,0.0039146761409938335,0.004602630157023668,288
l3120484.3,0.003909556195139885,0.004590481985360384,288
l2710515.3,0.0038990750908851624,0.004571994766592979,288
l2897790.3,0.003898617345839739,0.004654988180845976,288
l3197654.1,0.0038863839581608772,0.004721052944660187,288
l3234149.2,0.0038828414399176836,0.0047514308243989944,288
l2935557.1,0.003878930350765586,0.004709282889962196,288
l3172805.1,0.003878008108586073,0.00476805167272687,288
l3235945.3,0.0038673956878483295,0.004606609232723713,288
l3011293.2,0.0038671051152050495,0.004742675926536322,288
l2673311.1,0.0038646236062049866,0.004690228961408138,288
l3010564.3,0.0038613127544522285,0.004449109081178904,288
l3104118.3,0.003847271203994751,0.00455938745290041,288
l2748143.1,0.003836424322798848,0.0046754558570683,288
l3235254.3,0.0038326780777424574,0.004494509659707546,288
l2895449.3,0.0038285416085273027,0.00471066776663065,288
l2841633.1,0.0038281173910945654,0.004668742883950472,288
l3251854.1,0.0038211632054299116,0.0045954035595059395,288
l3254228.2,0.0038200276903808117,0.004401486366987228,288
l3729297.1,0.003819292178377509,0.00467188423499465,288
l2766746.3,0.003817572258412838,0.004479247145354748,288
l2814529.1,0.003815627424046397,0.004560397006571293,288
l3216350.1,0.003815589239820838,0.0046470812521874905,288
l3235267.3,0.0038102518301457167,0.004622259177267551,288
l3727707.1,0.003809211077168584,0.004685038235038519,288
l2955006.3,0.003806545864790678,0.004494692664593458,288
l2936213.2,0.003805079497396946,0.004546988755464554,288
l2710518.1,0.0038009972777217627,0.004632408265024424,288
l2973150.1,0.0037995402235537767,0.004542714450508356,288
l2897777.3,0.0037964056245982647,0.004425563383847475,288
l2879078.1,0.003793401410803199,0.004712829366326332,288
l3235242.3,0.0037923629861325026,0.0044993082992732525,288
l3048201.2,0.003791717579588294,0.004827310796827078,288
l3235258.1,0.003782975487411022,0.004696372430771589,288
l3727708.1,0.0037810830399394035,0.004648467060178518,288
l2991905.1,0.003779979655519128,0.004698154982179403,288
l2897793.1,0.0037794592790305614,0.004570626653730869,288
l3197652.1,0.0037745200097560883,0.004543748218566179,288
l3122827.1,0.00377285317517817,0.004602530505508184,288
l2729423.3,0.0037727351300418377,0.004560730420053005,288
l2897792.1,0.003770998679101467,0.004558273125439882,288
l2785530.1,0.0037708107847720385,0.0045901937410235405,288
l3066804.1,0.0037702859845012426,0.0045435200445353985,288
l3254216.1,0.003768390975892544,0.004593175835907459,288
l2954345.3,0.0037682531401515007,0.004732819739729166,288
l2767340.2,0.0037660719826817513,0.004489202983677387,288
l3008237.3,0.0037631855811923742,0.004570388235151768,288
l2766741.1,0.0037628966383635998,0.004612733609974384,288
l2897791.2,0.003760677995160222,0.0043485104106366634,288
l3177894.1,0.003758906153962016,0.0045548370108008385,288
l2954361.2,0.0037587140686810017,0.004436943214386702,288
l3029505.3,0.003757800441235304,0.004436400718986988,288
l2766738.3,0.003756467252969742,0.004544238559901714,288
l2820533.1,0.003755873301997781,0.004551876801997423,288
l2785538.1,0.003752052318304777,0.004535116255283356,288
l2730107.3,0.0037493829149752855,0.004617346450686455,288
l2916620.1,0.0037468792870640755,0.0045222332701087,288
l3216351.1,0.003745691617950797,0.004564336035400629,288
l2785517.3,0.0037441099993884563,0.004474971443414688,288
l3312692.1,0.0037440350279212,0.004544351249933243,288
l3254231.1,0.0037439423613250256,0.0045396266505122185,288
l2748144.1,0.003740191925317049,0.004519652109593153,288
l3177665.1,0.0037380594294518232,0.004637336824089289,288
l3104123.3,0.0037295871879905462,0.004466210957616568,288
l3216123.1,0.0037292838096618652,0.004519327078014612,288
l3254230.1,0.0037291133776307106,0.004522586241364479,288
l3728040.1,0.0037266884464770555,0.004515815060585737,288
l2748125.3,0.0037265829741954803,0.004501438234001398,288
l2729414.1,0.0037262258119881153,0.004572459962219,288
l2879089.3,0.0037256437353789806,0.004445364698767662,288
l3226771.1,0.0037237973883748055,0.004539914894849062,288
l2785511.1,0.0037222052924335003,0.004458569455891848,288
l2726983.1,0.0037213212344795465,0.004524593241512775,288
l3160098.1,0.0037211989983916283,0.004482042510062456,288
l3160114.1,0.003720944980159402,0.004500548355281353,288
l2729424.1,0.0037209284491837025,0.004500401671975851,288
l2673312.1,0.0037207980640232563,0.004547090269625187,288
l2878848.3,0.0037203493993729353,0.004369834437966347,288
l3729298.1,0.003719705156981945,0.00451519014313817,288
l3728043.1,0.00371916638687253,0.004535631742328405,288
l3251807.1,0.003719031810760498,0.0045227352529764175,288
l2973148.1,0.003718362422659993,0.004471937194466591,288
l2916602.1,0.0037175726611167192,0.004469694569706917,288
l3008248.1,0.0037174357566982508,0.004525874275714159,288
l3065696.1,0.0037171069998294115,0.004473470151424408,288
l2860493.1,0.003716246923431754,0.004591490142047405,288
l3189188.3,0.003715786151587963,0.004485204815864563,288
l2801895.2,0.003714177291840315,0.004695195239037275,288
l3104144.1,0.0037135938182473183,0.004496732261031866,288
l3066821.1,0.0037135279271751642,0.0044919890351593494,288
l3120503.1,0.003712801495566964,0.004519124515354633,288
l3120504.1,0.003711723256856203,0.004518660716712475,288
l2726973.1,0.0037108110263943672,0.004617880564182997,288
l2989571.1,0.0037105067167431116,0.004516995511949062,288
l3254207.1,0.003709806827828288,0.004602126311510801,288
l2858175.1,0.0037094850558787584,0.0045163556933403015,288
l2916618.2,0.0037092529237270355,0.004374174866825342,288
l3141401.1,0.0037090028636157513,0.0045433067716658115,288
l2710544.1,0.0037058864254504442,0.004505356773734093,288
l2766723.1,0.0037057888694107533,0.004523284733295441,288
l3104119.1,0.003703215392306447,0.004611327312886715,288
l3253995.3,0.0037024898920208216,0.00441107340157032,288
l3197638.1,0.0037023676559329033,0.004461734090000391,288
l2841627.1,0.0037015287671238184,0.004465360194444656,288
l3143999.1,0.0037013685796409845,0.004554122220724821,288
l3728039.1,0.0037007699720561504,0.00449015200138092,288
l3632979.1,0.003700188361108303,0.004466942511498928,288
l2860482.1,0.003700150875374675,0.004546497482806444,288
l3197641.1,0.003694893093779683,0.004427230916917324,288
l3010568.1,0.003692599246278405,0.004504702519625425,288
l2822869.1,0.0036912178620696068,0.004549671430140734,288
l2729206.3,0.0036892546340823174,0.0043349540792405605,288
l2691952.1,0.0036889438051730394,0.0045150453224778175,288
l2822861.1,0.003688262077048421,0.004608433693647385,288
l2954353.1,0.0036866527516394854,0.004494805820286274,288
l2710537.2,0.0036864536814391613,0.004642713814973831,288
l2685809.1,0.003685611067339778,0.0045120301656425,288
l2973169.1,0.0036854040808975697,0.00448550283908844,288
l2973161.1,0.0036850410979241133,0.004549109376966953,288
l2954357.1,0.0036848958116024733,0.004576107487082481,288
l3235273.2,0.003683665068820119,0.004358557052910328,288
l3178978.1,0.003682938637211919,0.0044790287502110004,288
l3010557.1,0.003682635258883238,0.00442554522305727,288
l3122811.1,0.0036813272163271904,0.004590064287185669,288
l3066805.1,0.003679101588204503,0.004483004566282034,288
l2841623.1,0.003678789595142007,0.004476750735193491,288
l3139103.1,0.003678634762763977,0.004470102023333311,288
l3140238.1,0.0036765842232853174,0.004496791400015354,288
l2689691.1,0.003675441024824977,0.004492040257900953,288
l3197639.1,0.003675069659948349,0.004499028902500868,288
l2766747.1,0.003674647770822048,0.00450355326756835,288
l2841648.1,0.0036738456692546606,0.004478919319808483,288
l3027132.1,0.0036729450803250074,0.004503533709794283,288
l2710511.1,0.0036724815145134926,0.004494816064834595,288
l3178976.1,0.00367188872769475,0.004482654854655266,288
l3122820.1,0.0036718621850013733,0.0044662500731647015,288
l3010561.1,0.0036713245790451765,0.004566475749015808,288
l2729428.1,0.0036704326048493385,0.0044835773296654224,288
l3160106.1,0.0036693853326141834,0.004478415474295616,288
l3254212.2,0.00366912130266428,0.0045849112793803215,288
l3157718.1,0.0036682607606053352,0.004403095692396164,288
l3047058.1,0.0036681005731225014,0.004582954570651054,288
l3178982.1,0.003667904995381832,0.004487659316509962,288
l3101787.1,0.0036672428250312805,0.004448693711310625,288
l3235247.1,0.0036670463159680367,0.004487037658691406,288
l2766732.2,0.0036665317602455616,0.0045325299724936485,288
l2673317.1,0.003666411619633436,0.004465541336685419,288
l3101789.1,0.0036655780859291553,0.004483535420149565,288
l2916599.1,0.003664532909169793,0.004483280703425407,288
l2970811.1,0.0036644148640334606,0.004468165338039398,288
l2876812.1,0.0036635713186115026,0.004468955565243959,288
l2916608.3,0.003661907045170665,0.0043856194242835045,288
l3195327.1,0.0036614711862057447,0.004452947527170181,288
l2841639.1,0.0036613945849239826,0.004425658378750086,288
l3159448.1,0.00366054754704237,0.004511444363743067,288
l2785514.1,0.0036600185558199883,0.004479988943785429,288
l3141412.1,0.0036590530071407557,0.004506952594965696,288
l2860477.1,0.003658086061477661,0.004452925641089678,288
l3125349.3,0.0036577624268829823,0.004386188928037882,288
l2973159.1,0.0036575165577232838,0.004463098011910915,288
l2691947.1,0.003656877437606454,0.00445889588445425,288
l2766720.1,0.0036547770723700523,0.004442392848432064,288
l3082993.1,0.0036544576287269592,0.00447342311963439,288
l2858163.1,0.0036538466811180115,0.004471354186534882,288
l3178971.1,0.0036534671671688557,0.004466126672923565,288
l3085401.1,0.003652579616755247,0.004466086160391569,288
l2766748.1,0.0036518191918730736,0.004452932626008987,288
l3066816.1,0.003650400321930647,0.0044855885207653046,288
l2879074.1,0.0036500964779406786,0.004446711856871843,288
l3101788.1,0.0036494897212833166,0.004439689218997955,288
l3251808.1,0.0036488622426986694,0.004447171464562416,288
l2764412.1,0.0036450400948524475,0.004494632128626108,288
l3141403.1,0.0036445430014282465,0.004439531359821558,288
l2897801.1,0.0036438582465052605,0.004493594169616699,288
l2685805.1,0.0036437411326915026,0.004456399008631706,288
l2973165.1,0.0036434149369597435,0.004426366649568081,288
l3157167.1,0.0036411620676517487,0.004367989022284746,288
l2972930.1,0.003640900133177638,0.00450320215895772,288
l2916234.1,0.0036403676494956017,0.004434419330209494,288
l2895461.1,0.0036397832445800304,0.004518973175436258,288
l3156034.1,0.003639271715655923,0.004459763411432505,288
l2876814.1,0.0036374686751514673,0.004454229027032852,288
l3342743.3,0.0036371706519275904,0.004367383196949959,288
l2710536.1,0.0036368274595588446,0.004430793225765228,288
l3048221.1,0.0036356234923005104,0.004437690135091543,288
l3189190.1,0.0036345182452350855,0.004421185236424208,288
l3216348.1,0.0036340500228106976,0.00442230049520731,288
l2879075.1,0.0036332597956061363,0.004436556249856949,288
l2729410.3,0.003633182030171156,0.004391207825392485,288
l2820556.1,0.0036314581520855427,0.004437042400240898,288
l2954355.1,0.0036311522126197815,0.004442248959094286,288
l2876813.1,0.0036309014540165663,0.004414369352161884,288
l2804262.1,0.0036303726956248283,0.004435667302459478,288
l2710516.1,0.003630360821262002,0.004474482964724302,288
l3159645.1,0.0036293757148087025,0.004437667783349752,288
l2841615.1,0.003629041137173772,0.004430947359651327,288
l2821010.1,0.0036284923553466797,0.004432545509189367,288
l2691936.1,0.003628401318565011,0.004436430986970663,288
l2748140.1,0.0036276383325457573,0.0044552357867360115,288
l2748127.1,0.003627571277320385,0.004423125647008419,288
l3649302.1,0.003627261845394969,0.00436479551717639,288
l3141398.1,0.0036266569513827562,0.004429891239851713,288
l3029500.1,0.0036255924496799707,0.00443761982023716,288
l2841635.1,0.0036255461163818836,0.0044657508842647076,288
l3048227.1,0.0036253652069717646,0.004514535889029503,288
l3232301.3,0.0036252758000046015,0.004420733544975519,288
l2952013.1,0.0036242716014385223,0.004425438120961189,288
l3120376.1,0.003624032251536846,0.004421225283294916,288
l2814529.3,0.0036233733408153057,0.0044518099166452885,288
l2973157.1,0.003622903488576412,0.004400752019137144,288
l2710517.1,0.003622225485742092,0.004420801065862179,288
l3122817.3,0.0036222082562744617,0.0043281749822199345,288
l3216337.1,0.003621825249865651,0.004424735438078642,288
l3082992.1,0.0036214685533195734,0.0044287885539233685,288
l3270814.1,0.003620750270783901,0.004441907163709402,288
l2973155.1,0.0036194128915667534,0.004412088543176651,288
l3197618.1,0.0036192494444549084,0.0044253491796553135,288
l3197633.1,0.0036191241815686226,0.00445431936532259,288
l3010559.1,0.0036179518792778254,0.004444606136530638,288
l3160101.1,0.003617087146267295,0.00440221605822444,288
l3141389.1,0.003616848262026906,0.004415690898895264,288
l3216336.1,0.003616404253989458,0.004417551681399345,288
l2748132.1,0.003615934867411852,0.0044254278764128685,288
l3216358.1,0.0036150882951915264,0.004413032438606024,288
l3104129.1,0.0036146428901702166,0.0044306074269115925,288
l3727709.1,0.003614511340856552,0.004422701895236969,288
l2785513.1,0.0036143905017524958,0.004417324438691139,288
l2673323.3,0.003613836131989956,0.00436406722292304,288
l3235249.1,0.003612824948504567,0.004415757954120636,288
l2935555.1,0.003612569300457835,0.004406588152050972,288
l2860488.2,0.0036120840813964605,0.004579921253025532,288
l3120502.1,0.0036108670756220818,0.004531419835984707,288
l2916598.1,0.0036101331934332848,0.004418778233230114,288
l3048212.1,0.0036099739372730255,0.0044187139719724655,288
l3010585.1,0.0036051745992153883,0.004372765310108662,288
l2991909.1,0.0036046095192432404,0.00439212191849947,288
l2876796.1,0.0036043354775756598,0.004407352767884731,288
l2729413.1,0.0036032076459378004,0.0044083562679588795,288
l3216346.1,0.0036031475756317377,0.00440615089610219,288
l3027133.1,0.0036031240597367287,0.0044015939347445965,288
l2973171.2,0.003602654905989766,0.004314121790230274,288
l3010563.1,0.003600388765335083,0.004406540188938379,288
l2822870.3,0.0035987943410873413,0.004339946433901787,288
l2879087.1,0.0035987505689263344,0.0044042873196303844,288
l3235244.1,0.0035977039951831102,0.0043566105887293816,288
l3233353.1,0.00359640596434474,0.00435909628868103,288
l2970258.3,0.0035963605623692274,0.004346396774053574,288
l2897780.2,0.0035948429722338915,0.004663882777094841,288
